id,fold_id
3603,0
7648,5
12143,6
11471,5
13987,0
9720,4
8364,8
10340,0
52,7
5411,2
1938,4
12178,6
145,2
1419,0
990,8
9140,4
78,1
14576,5
14705,8
14531,9
1248,0
13347,0
6253,8
11415,5
2045,0
9286,5
6746,6
2070,3
1278,0
8957,4
13262,1
9533,1
1658,1
14035,9
3534,8
433,4
13682,8
12545,3
1783,5
5566,5
9404,0
1517,8
8435,3
9638,9
3925,2
7413,0
6526,8
4967,4
13387,5
8351,6
12368,0
12446,9
10834,6
2042,7
6213,0
14976,2
12622,0
6355,6
10179,6
14939,7
5840,2
14982,2
8129,4
5920,0
4546,9
10228,0
12932,2
12387,9
330,3
6385,2
12623,1
1948,9
1908,3
6451,9
5705,9
6208,1
5022,0
7783,5
14014,8
9352,9
11870,0
8474,4
6088,5
9808,5
9282,5
6488,3
3817,7
6978,4
5174,0
14378,8
6156,2
94,3
13376,4
11218,9
7627,0
4746,3
4258,7
5317,2
9531,8
3662,7
1031,1
122,0
13983,5
10640,2
10639,4
11111,3
12020,0
5455,4
6861,5
647,5
10858,1
13274,1
10151,6
5665,5
6773,9
6405,9
13774,1
7183,9
2949,9
7131,7
11892,0
2059,3
151,1
1195,9
11663,4
2772,8
967,4
567,6
12525,2
9463,7
3768,3
14217,9
2181,4
309,5
4007,6
137,6
10082,2
12064,9
4488,2
14962,3
2257,1
9840,2
11665,0
5771,4
4461,4
8311,8
8262,6
11664,6
8861,4
14965,1
1559,3
12046,5
9579,0
1619,2
131,8
7613,4
10514,3
7418,8
7546,1
8624,3
10675,5
4613,3
8243,8
11540,1
4165,0
14934,1
10827,6
13767,0
13868,4
7174,7
2117,9
10118,3
7012,8
6659,3
10072,6
10527,8
3545,6
2585,4
9408,6
4466,3
10341,7
13214,9
13649,6
3975,8
6917,1
1804,2
4435,2
3625,9
6464,5
4119,7
9061,8
3734,6
9394,2
6312,7
12504,4
2739,3
6938,4
12499,9
13096,5
10427,0
3273,1
9210,8
4455,9
8993,4
11098,4
11600,3
2183,5
2797,4
13753,3
11893,6
4634,6
9354,0
12980,2
12438,3
14254,4
14970,3
2737,6
11420,7
9306,3
13725,5
11679,9
3495,3
12444,0
1507,5
5663,3
2316,7
3348,2
10421,4
12258,2
3863,9
12488,7
8637,1
34,4
7915,7
4365,0
10693,6
1113,0
3796,0
70,9
12733,1
9230,6
10788,3
4716,1
3496,7
8275,6
13042,9
13559,0
3013,2
2029,6
6300,6
3764,6
5149,0
5988,2
256,4
7371,3
7124,4
13303,9
5498,7
726,1
1738,8
14095,3
12431,2
8203,1
5490,0
5249,3
3641,1
12112,0
10591,1
12128,5
3444,7
14900,0
5368,3
7869,3
4801,1
5058,4
3150,8
9234,9
11685,1
11784,0
368,2
7394,7
8875,3
2168,5
12650,8
1245,7
9888,6
13555,3
12823,5
4189,5
3456,1
6730,1
6665,6
8313,1
2030,2
5443,6
12461,0
6393,7
5938,2
11938,2
5695,3
4318,1
8835,9
4573,8
5265,7
9064,5
11081,7
3403,0
5171,8
7604,8
9516,0
7995,9
1816,5
10128,7
11853,9
5445,2
1415,9
2562,0
2966,1
10495,1
13071,0
14879,1
14341,0
4110,3
4122,0
10819,1
4947,5
11535,5
6223,6
14178,4
273,6
5132,2
494,0
7361,8
7009,3
13227,9
5363,6
10922,0
12421,2
8033,0
9813,8
14739,5
1525,4
8207,0
4411,2
2497,8
10685,5
12477,6
7308,7
13497,4
9137,2
1918,8
11493,6
9350,3
4878,4
10471,2
1660,3
9452,1
13016,0
114,6
7881,8
10708,0
9549,0
3772,4
13002,6
13331,3
11027,3
10981,1
5885,9
439,0
1686,9
12769,1
8318,5
3788,7
14625,4
9004,9
7933,2
12804,9
28,6
4129,5
2622,2
9407,8
9263,2
13466,2
10777,7
4516,1
8769,9
14762,1
11879,3
3822,8
14654,1
11626,2
700,1
3330,5
14619,6
13346,7
73,0
1519,7
945,7
3095,8
11164,0
13233,8
4898,5
3562,5
10966,3
14015,7
2084,9
90,3
12726,7
4783,7
4036,1
4056,1
12140,4
5627,5
3238,7
5208,4
801,3
8193,8
8307,1
12439,9
8133,7
8405,3
1796,8
11779,0
2422,9
9787,7
14230,3
2158,9
13664,3
7802,3
9661,0
13521,4
13578,2
7517,9
7725,2
14553,4
11795,6
1300,4
10730,7
10287,7
4033,5
7110,8
11112,0
11070,7
9057,5
6421,7
1259,8
554,2
8534,6
14529,5
9142,0
9474,0
13247,4
4999,2
8409,6
6679,4
7037,1
9921,4
6160,0
1310,0
12758,1
8119,7
5785,6
3671,3
11929,8
318,1
10627,9
8622,5
12846,1
411,5
14440,8
2713,0
7831,2
12480,2
5577,1
13078,0
2757,4
2626,0
6471,3
1848,0
1950,4
4377,4
2679,1
11568,7
14636,0
4849,0
5737,1
871,8
11681,6
5075,8
2330,5
1347,8
5469,6
2593,3
5911,2
68,7
10238,4
6748,6
7122,7
689,8
5084,7
521,3
3585,5
13766,0
10840,6
581,5
14462,8
1611,1
5833,6
2555,8
14575,8
7625,3
7198,8
2079,1
12048,5
11092,0
14325,1
4207,5
14679,4
3319,0
5928,1
8140,3
9000,1
9766,2
12216,0
6042,1
8830,1
11767,3
5977,1
6238,8
14269,7
9552,8
3143,9
13523,0
6612,6
276,7
11113,6
10389,8
4021,2
4550,9
226,3
11613,9
7033,8
12197,3
12695,0
13373,4
10370,8
14336,1
391,8
190,6
13436,5
9978,6
14318,3
7659,6
1237,1
2137,2
14919,4
6560,5
14319,6
9227,8
8270,9
13236,1
7832,2
12044,0
1024,4
11620,7
11639,4
11290,0
8175,5
11211,2
2653,5
14669,1
14534,2
7689,8
9276,1
1797,7
6774,6
7959,2
1829,1
9756,5
2709,8
11847,6
5484,5
5050,8
14631,1
4127,8
1741,2
12741,4
9098,0
2245,0
709,8
14661,1
9564,9
18,7
1455,7
14238,9
13471,6
1650,0
9119,7
14277,5
1355,0
13694,8
9956,7
7864,0
3393,7
12413,0
5389,4
7111,1
112,4
5709,9
4420,0
8131,4
1173,6
8348,1
9728,7
6450,6
1449,7
10377,3
12231,0
6172,5
3160,0
11166,9
14802,0
4180,9
879,3
6150,2
10243,2
11616,8
3556,3
8538,6
475,3
3190,1
13273,4
372,8
9402,7
3256,6
11151,5
8179,6
2799,6
8323,4
8325,4
12209,2
14284,3
9089,5
6359,4
12414,4
14382,5
5985,2
10826,1
2439,4
12508,5
14081,9
5560,8
4989,2
793,7
9291,0
14237,7
3452,6
4570,2
6479,9
9335,4
6177,5
10774,0
14680,7
3006,9
3831,6
9470,5
12348,1
7756,7
7952,8
5402,8
12043,4
9610,2
8536,8
1572,5
14623,8
4640,9
12106,7
7536,0
7973,3
7095,7
4395,4
13237,0
8350,2
4502,4
11894,1
14963,2
1991,9
11771,7
534,1
4776,8
12783,7
7762,6
7850,6
9873,9
716,8
9883,8
7744,4
13873,5
3461,3
7857,5
7128,2
8087,4
2423,5
9733,5
5040,0
12495,2
907,8
8676,1
739,9
7726,1
1772,9
4017,3
11461,9
546,7
12659,6
6710,1
994,3
244,5
3187,5
13217,6
13479,6
10883,2
12757,0
4835,6
6195,0
1826,5
10156,5
8703,3
12393,8
13500,6
1544,4
8909,4
13446,0
1510,1
7153,1
10797,9
4045,7
11753,2
5563,9
10958,5
4089,9
2110,1
6380,2
7534,9
3267,1
12633,0
12083,4
10959,2
12657,0
6932,3
3676,8
12880,0
10595,9
5579,4
5165,8
2419,0
14765,7
5912,4
11362,4
12886,3
11265,5
6675,9
77,1
7652,7
11025,7
3543,8
2590,7
1086,3
2172,9
3217,3
6530,7
5923,6
8408,4
14199,5
2656,0
8197,7
7906,6
2,6
11283,8
6071,9
362,1
11545,2
8189,4
10423,0
4625,3
12160,3
6187,2
8327,8
14381,7
8724,8
530,6
734,9
7456,6
2979,8
1369,2
3505,5
13996,6
4827,9
8395,0
13881,0
1313,9
10909,6
3066,0
14402,9
11209,6
1447,1
11862,0
6342,6
5288,2
8072,0
10174,0
13162,2
11760,1
4357,4
9537,7
2098,3
8202,3
6778,4
410,9
6264,3
11686,2
12716,6
4232,4
6343,3
253,2
10983,7
1905,6
4892,1
12420,3
10110,1
7768,8
4588,7
9390,2
929,5
7896,6
9365,9
8054,7
3605,1
698,2
10459,9
7046,5
13957,8
14740,9
596,3
9960,0
11994,6
4419,2
1402,9
460,7
14727,0
2219,5
3004,4
10783,3
1833,6
2514,1
5491,4
11806,2
10127,1
172,9
10076,6
9391,5
697,6
2132,8
4927,0
12736,3
11306,9
4859,6
6807,1
11835,1
9585,6
2251,1
6056,7
6857,4
5395,0
1322,8
8535,1
4057,2
5652,1
6486,8
3521,1
8555,5
6656,9
3596,0
4266,0
1565,2
14709,1
4330,3
5624,4
10850,7
1993,1
12198,8
728,9
6755,6
8814,2
10628,5
11272,3
1920,0
4654,9
13052,3
13368,7
11695,3
1989,1
6307,3
13891,8
11990,7
10056,0
8338,4
8282,8
10682,9
14586,1
14823,5
9979,3
4471,3
14100,3
14522,5
6897,2
7458,8
9343,0
10446,7
4638,9
1161,3
6667,2
12523,8
11743,9
10234,0
694,1
6119,7
4891,5
2699,9
13741,0
5277,1
11040,4
13958,3
9473,8
13575,5
968,6
8565,0
11062,6
6230,1
5359,7
3893,2
1702,1
7096,0
5470,6
9293,4
9308,6
10807,0
11877,6
11688,7
14548,7
10157,4
6653,3
9509,7
2227,6
5659,4
213,4
4133,8
3327,0
12089,3
13527,9
14696,0
3536,5
1304,1
9199,0
9954,5
7676,9
11644,7
10229,5
11851,3
7984,0
8231,8
12448,4
5809,7
1298,6
1394,6
10019,9
5607,8
5547,3
13929,5
11016,9
4576,1
12482,0
3231,4
14007,2
4896,6
9987,3
10735,2
11807,9
6314,8
12290,0
8758,3
14502,4
13422,7
14463,9
11727,5
3408,9
1902,0
10077,7
5906,0
13379,9
8590,8
1097,9
10887,1
4412,7
14446,1
9379,3
12270,7
9975,1
4888,2
4075,1
674,9
10849,5
13636,7
978,7
7812,0
4726,4
8104,2
14562,8
4882,1
10281,4
5539,5
2156,2
8525,4
5676,3
6966,3
9668,4
9930,3
14652,5
11481,0
1267,4
13951,4
4874,3
3074,9
1535,8
2414,4
5699,4
10837,6
6520,1
9675,6
13702,7
9822,4
14996,9
3037,7
11617,7
5589,5
4647,5
12884,1
6240,4
6392,9
483,7
1913,0
352,0
1277,6
10899,5
152,3
5193,7
5407,0
2019,9
11351,0
6482,3
1585,4
4727,1
8383,8
12032,5
14465,7
7494,7
553,5
11562,9
11061,1
14708,9
7674,3
14665,1
2299,0
2952,8
14817,5
3481,2
1056,5
5355,4
9144,8
1077,6
11811,5
1785,2
11194,3
9771,4
2918,6
2752,0
1720,8
13152,0
5236,1
2642,4
1512,8
1839,2
50,6
11355,3
7759,1
7311,5
4831,2
3209,3
8657,5
2380,0
6576,5
4706,4
10965,5
3784,2
6033,5
5224,0
4417,0
4513,5
11949,2
326,0
1924,9
2542,7
1045,0
13305,4
921,5
7735,3
1368,6
12287,4
1562,6
4569,7
13589,2
5161,8
1020,9
6478,8
12891,8
11293,2
7557,9
4775,7
11492,6
3075,4
14760,7
5101,5
10877,5
2089,5
6089,8
6169,2
4402,1
5274,3
5908,0
8007,9
2796,2
7920,5
14224,6
13389,0
2328,3
6718,0
2468,4
12887,2
14882,3
13917,5
2352,3
9344,4
1217,7
4,4
5346,3
8952,0
13572,0
1374,1
11240,3
1409,0
6788,4
8846,1
4744,5
14736,3
2761,1
11965,1
4890,5
4575,2
14690,8
12558,2
5026,0
11856,7
4290,6
2890,9
2785,2
8854,1
9100,8
6553,3
10791,9
3999,4
10570,2
4086,7
1595,2
8023,5
7666,9
8554,3
6299,7
4046,3
4893,9
665,6
370,5
12536,2
12088,5
12528,0
9146,6
1040,7
7447,7
3576,0
7722,6
10929,0
1397,7
5826,5
4049,2
12195,6
2945,8
8518,7
10017,2
1803,1
11782,1
5616,9
8932,9
10825,7
4572,1
9959,5
14746,8
13988,8
5199,0
844,0
8145,7
11082,4
11699,7
9961,5
5686,0
13318,5
4260,5
7763,1
6466,3
12543,4
8815,8
9935,0
11266,2
2481,2
2837,1
8165,2
9819,3
10533,1
11114,7
4610,5
13642,8
5166,1
3713,4
11494,9
1088,7
14543,9
11193,3
13141,8
6121,3
2672,7
5681,1
4255,5
133,8
8775,0
5497,3
8073,0
9458,1
633,9
7162,3
9703,3
9716,2
7958,9
6475,6
6782,0
6031,4
14567,9
5011,9
4128,5
7963,5
13069,2
2588,6
12637,5
4912,7
1649,1
9313,6
14104,4
5467,1
10535,2
9928,3
10008,7
4494,3
9050,3
6655,4
711,7
9104,5
3047,7
3314,5
13195,0
6562,9
2305,5
10608,5
1645,5
5862,1
6676,9
13062,1
8385,1
8874,8
14231,2
1183,8
8998,4
6544,4
3875,3
7629,5
4974,4
12585,0
1987,5
14907,7
6646,1
4693,1
911,4
11666,5
5496,8
11723,7
5074,5
4522,9
5482,9
8524,0
4765,3
6002,0
5972,5
11047,4
5094,2
13286,3
13111,3
7178,0
8732,8
826,6
13655,8
7025,8
13667,1
12547,4
1614,0
3406,6
837,7
3002,0
13612,8
4793,1
6389,6
6988,6
1881,1
12347,4
1667,3
6935,7
11962,9
7732,2
14901,3
10247,6
11380,3
993,0
10083,6
6407,2
4929,6
13396,5
3467,9
2897,4
8495,7
13965,1
4024,5
12379,4
1740,3
12764,8
9364,5
1110,8
11515,4
14688,0
1227,3
14820,8
7204,8
3224,6
5968,7
1207,5
9157,6
4209,6
12453,8
9232,8
6101,1
10078,8
1284,1
4514,5
1287,2
8452,0
3659,2
11127,5
14977,0
11603,6
8363,9
894,3
2302,6
4149,0
9698,2
3922,2
1099,8
3236,3
14952,3
13938,3
13807,5
6766,2
7135,2
14915,3
7449,5
10593,2
8871,8
13090,6
13528,9
1451,6
14243,2
2556,4
13745,7
10586,2
10044,2
4135,1
9887,1
5150,8
14133,7
4958,1
7550,0
8232,1
5380,2
6236,4
2759,7
8859,6
10728,2
10515,5
10903,6
11863,8
777,8
2969,2
11855,9
11919,2
6183,0
7880,8
900,1
7257,1
1954,2
9886,1
14574,4
12185,4
5769,8
6707,2
6395,1
3195,0
199,7
3823,2
533,9
6694,9
3385,5
4355,8
3372,2
5575,6
4363,3
940,5
10813,2
10369,9
4158,5
14289,6
2052,6
13737,6
8671,3
12656,6
7039,5
11559,1
589,4
5164,1
4018,6
13982,8
11981,6
13469,7
6197,1
14083,0
12766,5
6767,4
8162,5
12176,4
13137,4
11638,3
12555,1
14117,9
8077,3
8089,9
3213,9
12470,3
14305,3
5252,9
6701,1
1628,6
6433,9
8603,8
6904,8
14902,6
8431,7
9174,2
10057,0
7686,3
4384,5
14137,5
12751,0
13928,5
9143,1
12735,2
3203,3
2259,5
10562,7
10219,8
5980,3
14626,6
12101,2
7058,4
3908,6
8969,3
11453,4
13392,6
6198,2
10950,0
6261,3
1491,9
8321,6
4865,3
6272,7
10116,2
3609,5
2804,3
8117,6
3758,6
10338,1
12079,8
5342,1
1446,5
4551,2
1764,5
11574,5
8831,5
10752,7
825,7
8884,8
13652,7
976,8
10364,0
5789,1
13084,4
1209,6
11441,4
5017,9
9705,8
14875,9
1633,8
4534,1
11987,6
10509,4
1853,4
2122,8
6219,4
14377,1
13676,6
6638,2
13474,0
8161,4
3053,6
12768,5
10069,4
14504,7
1250,7
6715,1
6417,1
1583,3
1886,1
6335,3
8346,1
6934,5
306,3
2088,4
8481,9
6597,8
3317,1
8461,5
9231,7
11237,2
946,2
5739,8
8388,5
12074,5
13223,0
3288,6
502,0
13424,0
7637,3
12998,7
12746,5
14544,1
10400,0
4278,5
6925,5
111,6
3411,8
9021,9
2233,9
12597,4
6615,1
9889,6
205,8
1556,8
6130,6
12460,3
14903,6
14332,8
9520,3
7137,9
9311,9
1220,8
6026,5
5228,8
9744,4
11376,0
4112,2
14801,1
14398,0
10299,1
4090,1
13922,8
8441,3
11706,0
9412,1
5704,2
2956,0
7016,6
1926,5
1477,8
4964,8
2754,9
9322,1
2594,6
4526,7
9938,4
8569,8
13839,6
12882,3
4349,8
10692,1
14484,1
7072,7
2687,8
11876,0
12671,8
853,7
1551,0
11147,2
7939,5
5465,4
1505,4
2179,7
12028,4
9367,2
9530,9
3120,1
4472,4
10013,1
8915,5
5525,9
10087,7
7331,8
6256,7
10148,7
7327,5
7414,1
3402,4
10079,6
854,6
13483,3
1061,5
4220,5
9968,8
5091,4
1407,5
6009,5
4236,5
14876,9
6065,6
3649,4
26,8
9112,2
884,9
1431,8
10406,4
11908,2
11220,9
8159,7
3966,0
4322,2
8261,4
3971,9
9617,0
11010,1
8411,7
11459,8
2223,1
291,6
6414,0
10598,3
11115,2
2370,2
5620,0
12643,7
8674,4
2438,4
4736,5
13796,7
4250,4
6374,0
5648,8
4916,3
13301,9
496,8
2086,5
8839,8
14050,9
821,8
14387,3
14028,9
10971,3
12513,5
5051,8
8921,3
12796,0
10368,2
10074,1
1296,5
6503,5
805,6
957,7
8457,9
7379,4
4098,4
1067,2
13414,7
11589,6
774,9
3964,1
9297,9
4909,4
4545,3
6217,9
4394,0
57,0
6831,9
8984,0
12434,2
5110,4
1807,2
1047,0
11815,9
4743,6
5064,6
14912,9
4397,0
1178,9
4146,4
13541,6
3067,6
3148,2
9726,9
7623,5
2720,3
12063,0
3647,6
2885,4
14754,3
8056,5
206,2
3036,5
6103,0
13467,6
12954,2
12961,7
6154,3
14932,4
13006,9
1819,8
1263,7
13284,2
902,9
5582,3
11358,6
10891,5
1845,0
9384,9
5218,1
5041,0
8312,9
2549,7
5125,7
5261,8
11212,6
13980,0
12753,3
11386,6
9620,2
786,5
8521,1
6113,9
7132,3
14171,8
9636,2
13327,8
12202,6
1543,6
254,5
2209,3
3632,7
408,2
9375,0
7567,9
12588,5
14542,6
5464,2
461,1
14837,1
10226,2
7743,2
7441,1
4368,6
6961,6
2147,6
2833,0
2726,9
8368,2
1430,3
2675,5
1387,5
737,9
9295,8
7757,0
14658,9
12913,9
14477,2
13729,8
6370,3
9769,2
14733,4
13885,7
12307,5
3763,0
4200,8
6558,9
14700,4
6884,6
165,3
13887,2
14392,4
899,9
12418,7
7299,1
5133,4
13548,2
7879,0
3281,4
12653,1
1769,2
400,0
5751,2
194,2
13579,5
4261,4
8954,7
1840,9
13674,5
6965,6
13634,8
13651,6
9910,4
13819,2
8417,7
14513,2
12879,8
8692,3
1610,2
8354,2
9687,9
2540,0
14026,9
13207,6
11192,5
12361,6
8947,6
4728,4
12013,8
10793,0
156,1
3301,3
14910,3
9974,5
5033,6
1275,7
5649,7
4219,0
12268,7
3949,4
4027,6
14093,4
10093,9
5312,5
10618,5
10233,6
882,3
8812,2
8889,9
13046,6
2747,9
12388,4
3997,3
5104,5
9681,2
1371,5
6234,8
13746,7
8743,0
4039,9
8026,5
3700,9
8759,2
4231,1
2124,5
6270,4
7979,8
8904,7
6685,2
6624,4
2204,3
8042,0
2336,2
3580,1
8925,7
6148,1
12947,1
247,5
9997,5
8843,4
1393,0
2436,8
13853,6
375,8
5528,6
4980,2
13037,5
13200,4
2206,4
5362,0
4902,3
5489,1
11619,1
8755,1
322,4
6990,3
11318,4
13747,5
1684,0
14718,9
8567,3
4668,3
14115,0
6346,6
9964,9
2511,1
7603,2
3133,3
10432,7
10914,5
6105,2
663,4
6326,7
942,1
2428,9
7964,5
14310,9
12099,5
10786,1
2715,3
13920,0
7657,5
6509,5
248,1
2189,5
4794,2
715,5
11063,0
2234,8
8092,3
1444,0
13748,2
1305,9
1156,8
5535,8
10244,9
3175,4
3637,8
11977,0
7673,0
2325,7
3979,6
14275,1
5550,2
5820,9
9581,6
4224,5
13255,4
10213,1
1489,5
11096,7
14494,5
14455,2
699,9
6331,1
8086,2
627,3
866,3
9837,2
14922,9
4475,3
1822,3
5019,9
3950,7
2315,6
883,8
3198,1
8852,3
13630,6
8667,8
6483,3
7228,6
3998,5
7330,0
14362,1
14751,3
9587,1
2724,8
12277,6
6093,4
14597,9
12789,0
5063,0
4802,7
7351,4
6252,2
6267,6
3061,2
2624,8
12051,0
13735,9
155,8
6724,9
4841,4
2363,1
212,3
7813,3
10183,8
10528,0
12654,4
9,2
3097,9
4895,0
7062,0
714,4
12901,0
14280,9
1133,5
5205,5
3417,2
809,6
12102,6
7446,2
13833,3
1800,5
6315,8
11423,3
8024,6
13458,1
3759,5
12016,2
6834,9
4979,4
14864,9
4169,6
13506,9
9022,9
3623,3
7866,8
13049,7
9503,1
2910,6
13115,0
10320,1
3369,9
14644,0
313,6
1749,2
11225,0
1323,3
384,0
12942,6
14114,6
11781,4
5571,6
5244,7
8917,2
12433,5
3205,5
6260,3
3139,0
13203,2
5887,2
2171,5
3652,2
13570,5
1214,2
12935,4
14885,8
7573,4
13475,6
13175,7
10407,6
10878,2
8230,6
3604,6
2828,6
4480,3
10124,9
14538,3
9049,3
10619,1
11137,9
3533,8
6585,3
6391,9
5901,8
3628,1
1098,6
336,1
6649,9
9324,7
3169,6
6061,6
5746,6
5206,3
12002,2
12232,2
10385,6
9976,1
5715,9
7448,5
3257,7
4147,2
12699,2
9794,7
1830,2
10698,0
1114,1
5237,2
8723,3
1236,0
11587,0
14273,1
1921,6
9842,7
6786,3
12511,9
10576,9
4242,1
8443,5
11985,6
14390,4
5567,2
10539,5
5591,8
10630,2
640,2
14778,8
9209,1
10469,0
1063,8
14368,2
2638,1
9845,1
5770,0
4605,3
2815,6
5722,2
14508,5
8986,8
9679,5
701,7
4105,3
11625,2
12343,6
1453,8
14027,5
6075,8
9389,7
7921,9
4432,2
3963,8
12958,9
4806,0
4280,8
2489,1
2843,4
6186,8
13606,8
1753,9
6848,6
4070,8
12631,3
10014,9
10091,0
14356,8
3309,4
5812,6
177,3
12711,7
286,8
10310,1
2159,9
1327,4
2432,9
2579,3
6476,9
2933,5
4718,9
2346,3
6278,3
13428,5
11121,6
8472,9
5255,7
8059,3
3987,7
7510,7
11941,6
2049,0
11849,1
6184,8
10433,6
641,8
11089,8
14491,4
6764,6
5817,2
7354,8
10641,9
2263,6
11836,8
5559,2
14437,8
4627,5
4177,1
13810,0
2135,6
7453,2
12037,6
12505,5
9420,6
13040,2
3151,2
12955,1
11745,3
9506,7
12098,7
11486,0
759,3
5844,0
7444,7
2871,8
7181,5
746,3
2200,9
7415,9
4976,0
14,2
4556,7
7711,9
8216,6
5471,2
8342,8
14233,1
10418,4
12883,2
10454,3
4192,1
8728,1
6304,3
11257,0
14158,7
9713,8
8661,9
10501,3
9477,5
9678,6
4268,0
8069,7
6354,8
2512,0
231,2
8810,6
6277,0
767,1
9333,4
1036,7
13101,5
6481,3
2440,6
10012,0
7992,9
13108,5
5774,9
6800,9
12282,7
12053,6
11480,5
12683,0
71,0
1357,0
120,5
2062,4
5640,9
2733,5
1646,8
3360,2
14282,0
1087,9
6398,3
10907,9
14897,7
7244,7
3345,5
3549,5
355,9
11052,0
1185,3
1190,6
5245,6
2155,6
10100,5
3749,2
13178,5
10303,7
11765,5
6501,7
8292,4
5360,0
393,1
862,9
9983,4
13519,4
1111,6
2628,7
7696,2
8296,2
5851,1
7353,1
3835,0
8886,0
4732,0
7558,7
7221,8
1027,1
9320,8
5232,1
13044,9
11702,1
14799,3
7207,5
8776,3
6945,8
549,7
14770,5
13136,3
8540,8
4482,6
7044,7
12155,3
12237,9
9706,7
5749,7
12595,9
2445,0
14121,5
5613,3
9936,4
12662,0
2488,0
11250,8
4072,8
4367,1
2834,2
2655,6
12419,8
11126,0
6439,7
13432,6
5486,1
1557,0
118,2
9362,2
1058,2
6357,4
5086,2
5606,2
14467,2
11655,5
13882,7
12725,6
8185,3
4678,9
12058,0
10892,6
956,2
10258,7
11525,5
2314,3
6432,0
13035,4
4047,7
5430,8
14514,9
12154,6
8640,2
14607,7
4768,2
367,9
14500,2
9781,1
984,2
5007,5
11913,7
9035,8
2792,7
12301,8
10402,6
3836,6
5946,7
10662,8
4505,5
13520,0
10652,8
11710,4
9075,5
5646,0
6749,1
4285,4
5741,2
280,0
8725,5
6862,3
1637,7
6921,1
5907,7
14252,6
6604,7
6345,6
12235,6
7220,0
3415,6
1607,3
11895,1
650,2
13398,2
7520,7
7093,9
10122,4
5570,4
1574,8
5076,7
11187,1
14194,2
7,6
3063,8
4426,2
14842,4
8614,5
11179,8
3172,3
4237,7
7426,5
9167,3
8577,7
6109,1
7586,6
4670,7
3181,3
2073,6
2631,3
1367,5
13489,2
2099,1
524,8
7642,7
139,6
2289,1
7730,3
5417,0
6104,4
10753,4
11431,8
10063,1
12342,6
14227,0
2719,2
10344,2
9809,7
5059,7
12609,6
7363,9
5078,7
13764,7
2123,6
5510,2
9798,4
4798,7
5507,5
2441,0
11843,9
6931,3
7653,7
8857,2
6455,7
10690,3
14150,8
9475,5
10761,1
7954,1
6958,7
2072,4
9307,2
3608,6
11956,4
11143,0
8596,6
6171,5
9584,7
6311,8
3508,7
1691,8
9448,2
11673,6
421,6
4080,7
5843,2
9126,6
566,0
14025,6
10768,2
9746,0
2401,9
9312,3
11839,9
10143,7
7774,4
856,8
10376,4
14146,8
12377,0
10035,1
1396,6
3482,9
9469,4
6523,0
2287,1
12752,3
13381,3
13961,5
2809,3
4265,0
2654,5
729,2
9750,0
10304,5
20,2
10494,3
11506,5
8258,7
11910,3
10603,9
13683,4
10747,1
8673,3
11531,0
14766,1
13726,7
9772,9
11288,1
7006,6
13770,6
7107,6
2493,9
10767,8
1527,9
11547,6
8273,1
10323,5
4866,2
14549,7
8908,1
12710,5
8428,8
6587,4
12576,7
14547,4
3602,7
10969,0
385,7
12447,0
5834,1
5664,9
4809,7
13212,7
609,0
11594,3
10538,2
1272,8
2180,5
11984,1
12177,2
11539,4
6376,5
5254,9
8816,9
10854,2
4456,3
2965,4
13017,7
13892,9
10511,4
13487,7
8046,2
4512,1
11057,4
1951,3
3935,6
12382,4
1865,8
4724,0
8633,6
1939,6
14197,8
11107,8
7091,8
9607,1
10449,1
10428,6
5451,1
2192,2
6327,0
2988,0
3458,1
1891,8
2813,7
7772,4
9411,6
10240,4
5879,5
2454,6
7404,0
11687,4
12351,5
6271,4
2418,0
10520,2
14860,2
9767,2
12300,7
8111,6
10918,7
3275,7
12219,8
3474,2
8722,0
4799,9
1334,0
12668,2
4823,2
9522,3
6852,1
712,4
4486,7
7710,2
1179,9
6340,4
13039,3
13960,6
3065,4
6858,8
6547,8
1711,6
1165,3
3431,1
1264,9
12085,8
3900,5
10403,8
2838,4
5562,4
6373,4
13755,7
5335,0
9345,3
9847,6
9743,4
5009,9
11521,4
7439,8
895,5
13307,8
13440,8
13316,9
3589,8
7250,7
11742,3
12254,6
6535,9
8838,5
13717,5
13692,1
5223,4
38,0
4204,2
2105,5
9019,7
5712,6
12468,7
1973,5
2484,6
14316,5
6642,2
8792,2
9284,8
1944,9
7626,3
6097,2
5744,0
5581,0
10855,4
9588,1
12408,6
9046,7
2636,4
2297,5
3003,0
2563,8
8634,6
12366,9
7680,7
11609,6
12507,5
5030,8
1874,7
14371,1
11524,6
12175,0
3019,4
708,8
10092,4
10517,5
10039,8
1532,3
1901,4
3978,6
2898,8
1634,9
6099,4
7028,3
1170,3
4380,0
12357,2
2028,1
12763,0
10803,0
730,3
7891,9
7950,2
4994,2
5377,9
11544,7
8960,3
5881,1
3753,0
12818,8
10357,0
13994,0
12898,6
5554,0
56,1
6127,1
6211,5
9243,8
5726,7
995,6
4073,9
4607,0
1666,3
2366,0
8250,2
9608,4
8486,2
11176,4
12640,6
5986,9
5543,2
5151,6
1285,0
13880,8
8136,0
13616,1
1292,5
6428,1
1124,5
14140,3
13798,2
14400,3
2175,4
7700,5
13454,2
3600,1
153,4
1380,3
3211,7
6920,4
9739,3
13092,6
5013,0
8934,5
5038,9
8326,3
6817,9
4178,1
6506,8
6740,5
4731,3
7045,3
8940,5
9013,3
8377,1
